Risk,Title,URL,Tags,Access,Author,Local,Remote,CVE,CWE
Medium,phpMyFAQ 3.2.10 Unintended File Download Triggered by Embedded Frames,https://cxsecurity.com/issue/WLB-2025050012,George Chen,Remote,George Chen,No,Yes,N/A,N/A
High,Apache Commons Text 1.10.0 Remote Code Execution,https://cxsecurity.com/issue/WLB-2025050011,"CVE, Arjun Chaudhary",Remote,Arjun Chaudhary,No,Yes,CVE-2022-42889,N/A
High,Daikin Security Gateway 14 Remote Password Reset,https://cxsecurity.com/issue/WLB-2025050010,Gjoko 'LiquidWorm...,Remote,Gjoko 'LiquidWorm' Krstic,No,Yes,N/A,N/A
Medium,Inventio Lite 4 SQL Injection,https://cxsecurity.com/issue/WLB-2025050009,"CVE, CWE, pointedsec",Remote,pointedsec,No,Yes,CVE-2024-44541,CWE-89
Medium,Webenlive CMS - Blind SQL Injection Vulnerability,https://cxsecurity.com/issue/WLB-2025050008,Mr_Amir_Typer,Remote,,No,Yes,N/A,N/A
High,unzip-stream 0.3.1 Arbitrary File Write,https://cxsecurity.com/issue/WLB-2025050007,"CVE, Ardayfio Samuel Nii Ar...",Remote,Ardayfio Samuel Nii Aryee,No,Yes,CVE-2024-42471,N/A
Medium,AssamLook CMS - Blind SQL Injection Vulnerabilities,https://cxsecurity.com/issue/WLB-2025050006,Mr_Amir_Typer,Remote,,No,Yes,N/A,N/A
Medium,Rejola IT Services - Blind SQL Injection Vulnerability,https://cxsecurity.com/issue/WLB-2025050005,Mr_Amir_Typer,Remote,,No,Yes,N/A,N/A
Low,Microsoft Windows .XRM-MS File / NTLM Hash Disclosure (Spoofing),https://cxsecurity.com/issue/WLB-2025050004,hyp3rlinx,Remote,hyp3rlinx,No,Yes,N/A,N/A
Medium,Zabbix 7.0.0 SQL Injection,https://cxsecurity.com/issue/WLB-2025050003,"CVE, CWE, Leandro Dias Barata",Remote,Leandro Dias Barata,No,Yes,CVE-2024-42327,CWE-89
Medium,Viper Online - Blind SQL Injection Vulnerability,https://cxsecurity.com/issue/WLB-2025050002,Mr_Amir_Typer,Remote,,No,Yes,N/A,N/A
Medium,Smart Manager 8.27.0 Post-Authenticated SQL Injection,https://cxsecurity.com/issue/WLB-2025050001,"CVE, CWE, xbz0n",Remote,xbz0n,No,Yes,CVE-2024-0566,CWE-89
High,Pymatgen 2024.1 Remote Code Execution,https://cxsecurity.com/issue/WLB-2025040044,"CVE, Mohammed Idrees Banyam...",Remote,Mohammed Idrees Banyamer,No,Yes,CVE-2024-23346,N/A
Medium,Aom Web Designer - Blind Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2025040043,behrouz mansoori,,,No,No,N/A,N/A
Medium,Vivid InfoMedia - Blind Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2025040042,behrouz mansoori,Remote,,No,Yes,N/A,N/A
High,"Microsoft "".library-ms"" File / NTLM Information Disclosure (Resurrected 2025)",https://cxsecurity.com/issue/WLB-2025040041,"CVE, hyp3rlinx",Remote,hyp3rlinx,No,Yes,CVE-2025-24054,N/A
Medium,wagtail-6.4.1 Bypass CSRF Session token validation user interaction,https://cxsecurity.com/issue/WLB-2025040040,nu11secur1ty,Remote,,No,Yes,N/A,N/A
Medium,Vivid InfoMedia - Sql Injection,https://cxsecurity.com/issue/WLB-2025040039,behrouz mansoori,Remote,,No,Yes,N/A,N/A
Medium,KiviCare Clinic & Patient Management System 3.6.4 Unauthenticated SQL Injection,https://cxsecurity.com/issue/WLB-2025040038,"CVE, CWE, Gözet",Remote,Gözet,No,Yes,CVE-2024-11728,CWE-89
Low,ProConf 6.0 Insecure Direct Object Reference,https://cxsecurity.com/issue/WLB-2025040037,"CVE, S. M. Zia Ur Rashid",Remote,S. M. Zia Ur Rashid,No,Yes,CVE-2018-16606,CWE-200
Medium,WordPress 123pan Cloud Storage Plugin - Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2025040036,bRpsd,Remote,bRpsd,No,Yes,N/A,N/A
Medium,WordPress Easy Restaurant Manager Plugin - Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2025040035,bRpsd,Remote,bRpsd,No,Yes,N/A,N/A
High,Online Shopping System Advanced - Remote Code Execution,https://cxsecurity.com/issue/WLB-2025040034,bRpsd,Remote,bRpsd,No,Yes,N/A,N/A
Medium,Aom Web Designer - Sql Injection,https://cxsecurity.com/issue/WLB-2025040033,behrouz mansoori,Remote,,No,Yes,N/A,N/A
Medium,Money Transfer Management System - MTMS- PHP 1.0 SQLi-Bypass Authentication,https://cxsecurity.com/issue/WLB-2025040032,nu11secur1ty,Remote,,Yes,Yes,N/A,N/A
High,TP-Link VN020 F3v(T) TT_V6.2.1021 Buffer Overflow Memory Corruption,https://cxsecurity.com/issue/WLB-2025040031,"CVE, CWE, Mohamed Maatallah",Remote,Mohamed Maatallah,No,Yes,CVE-2024-12344,CWE-119
High,FoxCMS 1.2.5 Remote Code Execution,https://cxsecurity.com/issue/WLB-2025040030,"CVE, VeryLazyTech",Remote,VeryLazyTech,No,Yes,CVE-2025-29306,N/A
Medium,Clothing Store Management System-1.0 SQLi Bypass Authentication,https://cxsecurity.com/issue/WLB-2025040029,nu11secur1ty,Remote,,No,Yes,N/A,N/A
Low,ASUS ASMB8 iKVM 1.14.51 Remote Code Execution,https://cxsecurity.com/issue/WLB-2025040028,"CVE, d1g@segfault",Remote,d1g@segfault,No,Yes,CVE-2023-26602,N/A
High,Tatsu 3.3.11 Unauthenticated RCE,https://cxsecurity.com/issue/WLB-2025040027,"CVE, Milad Karimi",Remote,Milad Karimi,No,Yes,CVE-2021-25094,CWE-434
Medium,NagVis 1.9.33 Arbitrary File Read,https://cxsecurity.com/issue/WLB-2025040026,"CVE, CWE, xerosec",Remote,xerosec,No,Yes,CVE-2022-46945,CWE-200
Low,CodeAstro Online Railway Reservation System 1.0 Cross Site Scripting (XSS),https://cxsecurity.com/issue/WLB-2025040025,"CVE, CWE, Raj Nandi",Remote,Raj Nandi,No,Yes,CVE-2024-7815,CWE-79
High,Intelight X-1L Traffic controller Maxtime 1.9.6 Remote Code Execution (RCE),https://cxsecurity.com/issue/WLB-2025040024,"CVE, Andrew Lemon",Remote,Andrew Lemon,No,Yes,CVE-2024-38944,N/A
Medium,Gnuboard5 5.3.2.8 SQL Injection,https://cxsecurity.com/issue/WLB-2025040023,"CVE, CWE, CodeSecLab",Remote,CodeSecLab,No,Yes,CVE-2020-18662,CWE-89
Medium,IBMi Navigator 7.5 HTTP Security Token Bypass,https://cxsecurity.com/issue/WLB-2025040022,"CVE, CWE, hyp3rlinx",Remote,hyp3rlinx,No,Yes,CVE-2024-51464,CWE-644
High,GestioIP 3.5.7 Remote Command Execution (RCE),https://cxsecurity.com/issue/WLB-2025040021,"CVE, CWE, m4xth0r",Remote,m4xth0r,No,Yes,CVE-2024-48760,CWE-78
High,Cacti 1.2.26 Remote Code Execution (RCE),https://cxsecurity.com/issue/WLB-2025040020,"CVE, D3Ext",Remote,D3Ext,No,Yes,CVE-2024-25641,N/A
Medium,Feng Office 3.11.1.2 SQL Injection,https://cxsecurity.com/issue/WLB-2025040019,"CWE, Andrey Stoykov",Remote,Andrey Stoykov,No,Yes,N/A,CWE-89
High,Apache HugeGraph Server 1.2.0 Remote Code Execution (RCE),https://cxsecurity.com/issue/WLB-2025040018,Yesith Alvarez,Remote,Yesith Alvarez,No,Yes,N/A,N/A
Medium,INVOICE-1.0-Copyright©2025-SQLi-Bypass-Authentication+FU+RCE,https://cxsecurity.com/issue/WLB-2025040017,nu11secur1ty,Remote,,Yes,Yes,N/A,N/A
High,DocsGPT 0.12.0 Remote Code Execution,https://cxsecurity.com/issue/WLB-2025040016,"CVE, Shreyas Malhotra",Remote,Shreyas Malhotra,No,Yes,CVE-2025-0868,N/A
Low,PZ Frontend Manager WordPress Plugin 1.0.5 Cross Site Request Forgery (CSRF),https://cxsecurity.com/issue/WLB-2025040015,"CWE, Vuln Seeker Cybersecur...",Remote,Vuln Seeker Cybersecurity Team,No,Yes,N/A,CWE-352
Medium,WordPress Pipe Audio Video and Screen Recorder 1.0.6 - Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2025040014,bRpsd,Remote,bRpsd,No,Yes,N/A,N/A
Medium,AC Repair and Services System - ARSS-1.0-Copyright©2025-Multiple-SQLi,https://cxsecurity.com/issue/WLB-2025040013,nu11secur1ty,Remote,,No,Yes,N/A,N/A
Low,Exclusive Addons for Elementor 2.6.9 Stored Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2025040012,"CVE, CWE, Wordfence Security Tea...",Remote,Wordfence Security Team,No,Yes,CVE-2024-1234,CWE-79
Low,Gitea 1.22.0 Stored XSS,https://cxsecurity.com/issue/WLB-2025040011,"CVE, CWE, Catalin Iovita",Remote,Catalin Iovita,No,Yes,CVE-2024-6886,CWE-79
High,Royal Elementor Addons and Templates 1.3.78 Unauthenticated Arbitrary File Upload,https://cxsecurity.com/issue/WLB-2025040010,"CVE, CWE, Sheikh Mohammad Hasan",Remote,Sheikh Mohammad Hasan,No,Yes,CVE-2023-5360,CWE-264
Medium,ollama 0.6.4 Server Side Request Forgery (SSRF),https://cxsecurity.com/issue/WLB-2025040009,sud0,Remote,sud0,No,Yes,N/A,N/A
Low,Reservit Hotel 2.1 Stored Cross-Site Scripting (XSS),https://cxsecurity.com/issue/WLB-2025040008,"CVE, CWE, Ilteris Kaan Pehlivan",Remote,Ilteris Kaan Pehlivan,No,Yes,CVE-2024-9458,CWE-79
Medium,Litespeed unauthorized account takeover,https://cxsecurity.com/issue/WLB-2025040007,"CVE, Gnzls",Remote,Gnzls,No,Yes,CVE-2024-44000,CWE-522
High,Ksenia Security Lares 4.0 Home Automation Remote Code Execution,https://cxsecurity.com/issue/WLB-2025040006,ShadeLock,Remote,ShadeLock,No,Yes,N/A,N/A
Low,Ksenia Security Lares 4.0 Home Automation URL Redirection,https://cxsecurity.com/issue/WLB-2025040005,ShadeLock,Remote,ShadeLock,No,Yes,N/A,N/A
Medium,thevision - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2025040004,Mahdi Karimi,Remote,,No,Yes,N/A,N/A
Medium,kyaan - Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2025040003,wa0_3,Remote,,No,Yes,N/A,N/A
Medium,WEBWORX TECHNOLOGIES- Multiple Vulnerabilities - Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2025040002,wa0_3,Remote,,No,Yes,N/A,N/A
Low,Zoltrix Modem - 'tools_admin_1' Cross site request forgery,https://cxsecurity.com/issue/WLB-2025040001,"CWE, Amir Hossein Jamshidi",Remote,,No,Yes,N/A,CWE-352
Low,openweb-ui 0.5.20 Client-Side Path Traversal (CSPT),https://cxsecurity.com/issue/WLB-2025030036,CXSECURITY,Remote,,No,Yes,N/A,N/A
Medium,NVIDIA Container Toolkit 1.16.1 Time-of-check Time-of-Use (TOCTOU),https://cxsecurity.com/issue/WLB-2025030035,"CVE, r0binak",Local,r0binak,Yes,No,CVE-2024-0132,N/A
High,PHP < 8.3.8 Remote Code Execution,https://cxsecurity.com/issue/WLB-2025030034,"CVE, Yesith Alvarez",Remote,Yesith Alvarez,No,Yes,CVE-2024-4577,N/A
High,Litespeed Cache 6.5.0.1 Authentication Bypass,https://cxsecurity.com/issue/WLB-2025030033,"CVE, Gnzls",Remote,Gnzls,No,Yes,CVE-2024-44000,CWE-522
Medium,OMOS-1.0-Copyright©2025-Multiple-SQLi,https://cxsecurity.com/issue/WLB-2025030032,nu11secur1ty,Remote,,Yes,Yes,N/A,N/A
High,XWiki Standard 14.10 Remote Code Execution (RCE),https://cxsecurity.com/issue/WLB-2025030031,"CVE, Mehran Seifalinia",Remote,Mehran Seifalinia,No,Yes,CVE-2023-48292,N/A
Low,dolphin.prov7.4.2 Stored XSS via Send Message Functionality,https://cxsecurity.com/issue/WLB-2025030030,Andrey Stoykov,Remote,Andrey Stoykov,No,Yes,N/A,N/A
Medium,dolphin.prov7.4.2 SQL Injection in Admin Functionality,https://cxsecurity.com/issue/WLB-2025030029,Andrey Stoykov,Remote,Andrey Stoykov,No,Yes,N/A,N/A
Medium,University Registration System - IDOR Leads to Information Disclosure,https://cxsecurity.com/issue/WLB-2025030028,wa0_3,Remote,,No,Yes,N/A,N/A
Medium,Wordpress Modal Popup Box Plugin - Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2025030027,bRpsd,Remote,bRpsd,No,Yes,N/A,N/A
Low,Wordpress Plugin Iron Security - IP Spoofing,https://cxsecurity.com/issue/WLB-2025030026,bRpsd,Remote,bRpsd,No,Yes,N/A,N/A
Medium,Aztech DSL5005EN Router - 'sysAccess.asp' Admin Password Change (Unauthenticated),https://cxsecurity.com/issue/WLB-2025030025,"CWE, Amir Hossein Jamshidi",Remote,,No,Yes,N/A,CWE-306
Med.,AEGON LIFE v1.0 Life Insurance Management System SQL injection vulnerability.,https://cxsecurity.com/issue/WLB-2025030024,"CVE, CWE, Aslam Anwar Mahimkar",Remote,,,,,
Med.,TeamPass 3.0.0.21 SQL Injection,https://cxsecurity.com/issue/WLB-2025030023,"CVE, CWE, Max Meyer",Remote,,,,,
High,Jasmin Ransomware - (Authenticated) Arbitrary File Download,https://cxsecurity.com/issue/WLB-2025030022,bRpsd,Remote,,,,,
Med.,Jasmin Ransomware SQL Injection Login Bypass,https://cxsecurity.com/issue/WLB-2025030021,"CWE, Buğra Enis Dönmez",Remote,,,,,
Med.,Tours and travels PHP Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2025030020,mehrdadr13,Remote,,,,,
High,Chamilo LMS 1.11.24 Remote Code Execution (RCE),https://cxsecurity.com/issue/WLB-2025030019,"CVE, 0x00-null - Mohamed Ka...",Remote,,,,,
High,WordPress Th Shop Mania Theme 1.4.9 Missing Authorization,https://cxsecurity.com/issue/WLB-2025030018,"CVE, Nxploited",Remote,,,,,
Med.,WordPress NextMove Lite 2.17.0 Missing Authorization,https://cxsecurity.com/issue/WLB-2025030017,"CVE, Nxploited",Remote,,,,,
Med.,Agile Solutio - Blind Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2025030016,behrouz mansoori,Remote,,,,,
Med.,TENANT LIMITED-1.0-Multiple-SQLi + SQLi Bypass Authentication,https://cxsecurity.com/issue/WLB-2025030015,nu11secur1ty,Remote,,,,,
Med.,VeeVPN 1.6.1 - 'VeePNService' Unquoted Service Path,https://cxsecurity.com/issue/WLB-2025030014,Dogukan Orhan,Local,,,,,
Low,FluxBB 1.5.11 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2025030013,Chokri Hammedi,Remote,,,,,
Med.,JUX Real Estate 3.4.0 - SQL Injection,https://cxsecurity.com/issue/WLB-2025030012,"CVE, CWE, CraCkEr",Remote,,,,,
Low,JUX Real Estate 3.4.0 - Multiple RXSS,https://cxsecurity.com/issue/WLB-2025030011,"CVE, CWE, CraCkEr",Remote,,,,,
Med.,OpenPanel 0.3.4 - Insecure Permission Modification via Fix Permission Function,https://cxsecurity.com/issue/WLB-2025030010,"CVE, Multiple",Remote,,,,,
Med.,Zontal Arcade HTML 5 Game Portal PHP Script - SQL Injection,https://cxsecurity.com/issue/WLB-2025030009,Buğra Enis Dönmez,Remote,,,,,
Med.,Identified Security Concerns: Database Credentials in Plain Text,https://cxsecurity.com/issue/WLB-2025030008,E1.CODERS,Remote,,,,,
Med.,Teachers Record Management System 2.1 SQL Injection,https://cxsecurity.com/issue/WLB-2025030007,Mehmet Can Kadıoğlu,Remote,,,,,
High,OpenPanel 0.3.4 Remote Code Execution,https://cxsecurity.com/issue/WLB-2025030006,"CVE, Multiple",Remote,,,,,
Med.,Webmin RCE Leading to Privilege Escalation,https://cxsecurity.com/issue/WLB-2025030005,Buğra Enis Dönmez,Local,,,,,
Med.,IdoDesigns - Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2025030004,bRpsd,Remote,,,,,
Low,Crest Engine CMS 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2025030003,wa-3,Remote,,,,,
Med.,Teachers Record Management System v2.1 SQLi,https://cxsecurity.com/issue/WLB-2025030002,mao7un,Remote,,,,,
Low,Crest Engine CMS - Reflected Cross-Site Scripting (XSS),https://cxsecurity.com/issue/WLB-2025030001,wa0_3,,,,,,
High,Adobe Reader CoolType Out-Of-Bounds Read,https://cxsecurity.com/issue/WLB-2025020021,Mjurczyk,Remote,,,,,
Low,SeedDMS 6.0.29 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2025020020,"CVE, Athul S",Remote,,,,,
Low,Firefox 135.0.1 bypass Download protections (PoC),https://cxsecurity.com/issue/WLB-2025020019,Emiliano,Remote,Emiliano,No,Yes,N/A,N/A
Medium,Library-Card-System V 1.0 | Add Picture/Signature - signup.php | Unrestricted File Upload | Found By Maloy Roy Orko,https://cxsecurity.com/issue/WLB-2025020018,"CVE, CWE, Maloy Roy Orko",Remote,,No,Yes,CVE-2025-1355,CWE-434
Medium,Needyamin | Library-Card-System 1.0 | card.php?id= SQL Injection | Found By Maloy Roy Orko,https://cxsecurity.com/issue/WLB-2025020017,"CVE, CWE, Maloy Roy Orko",Remote,,No,Yes,CVE-2025-1356,CWE-89
Low,needyamin Library Card System Registration Page signup.php cross site scripting,https://cxsecurity.com/issue/WLB-2025020016,"CVE, CWE, Maloy Roy Orko",Remote,,No,Yes,CVE-2025-0844,CWE-79
Low,Image_Gallery | Add Gallery- admin/gallery.php | Unrestricted File Upload | Found By Maloy Roy Orko,https://cxsecurity.com/issue/WLB-2025020015,"CVE, CWE, Maloy Roy Orko",Remote,,No,Yes,CVE-2025-0722,CWE-434
Low,Image_Gallery | view.php?username= | Cross Site Scripting (Reflected XSS) | Found By Maloy Roy Orko,https://cxsecurity.com/issue/WLB-2025020014,"CVE, CWE, Maloy Roy Orko",Remote,,No,Yes,CVE-2025-0721,CWE-79
Medium,Library-Card-System | SQL Injection Admin Login Bypass In admin.php | Found By Maloy Roy Orko,https://cxsecurity.com/issue/WLB-2025020013,"CVE, CWE, Maloy Roy Orko",Remote,,No,Yes,CVE-2025-0843,CWE-89
Medium,Zabbix SQL Multiple Vulns,https://cxsecurity.com/issue/WLB-2025020012,"CVE, godylockz",Remote,godylockz,No,Yes,CVE-2024-42327,N/A
High,InvokeAI Remote Code Execution,https://cxsecurity.com/issue/WLB-2025020011,Takahiro Yokoyama,Remote,Takahiro Yokoyama,Yes,Yes,N/A,N/A
High,BeyondTrust Privileged Remote Access (PRA) and Remote Support (RS) unauthenticated Remote Code Execution,https://cxsecurity.com/issue/WLB-2025020010,"CVE, sfewer",Remote,sfewer,No,Yes,CVE-2025-1094,N/A
Medium,WordPress Plugin A/B Image Optimizer 3.3 Arbitrary File Download,https://cxsecurity.com/issue/WLB-2025020009,Random,Remote,Random,No,Yes,"CVE-2025-25163,N/A
Medium,OpenSSH 9.9p1 Denial of Service / Man-In-The-Middle,https://cxsecurity.com/issue/WLB-2025020008,Qualys,Remote,Qualys,No,Yes,N/A,N/A
Medium,ABB Cylon FLXeon 9.3.4 Default Credentials,https://cxsecurity.com/issue/WLB-2025020007,Gjoko 'LiquidWorm...,Remote,Gjoko 'LiquidWorm' Krstic,No,Yes,N/A,N/A
Medium,Wattsense Bridge 6.x Remote Root / Information Disclosure,https://cxsecurity.com/issue/WLB-2025020006,SEC,Remote,SEC,No,Yes,N/A,N/A
Medium,SolarView Compact 6.00 - Command Injection,https://cxsecurity.com/issue/WLB-2025020005,parsa rezaie khiabanlo...,Remote,,No,Yes,N/A,N/A
Medium,ABB Cylon FLXeon 9.3.4 (serialConfig.js) JSON Object Flooding DoS,https://cxsecurity.com/issue/WLB-2025020004,Gjoko 'LiquidWorm...,Remote,Gjoko 'LiquidWorm' Krstic,Yes,Yes,N/A,N/A
High,MySchool 1.0 SQL Injection / Code Injection / XSS / CSRF,https://cxsecurity.com/issue/WLB-2025020003,bRpsd,Remote,bRpsd,No,Yes,N/A,N/A
Low,Quorum onQ OS 6.0.0.5.2064 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2025020002,_striv3r_,Remote,_striv3r_,No,Yes,N/A,N/A
Medium,Xinet Elegant 6 Asset Lib Web UI 6.1.655 / SQL Injection / Exploit Update,https://cxsecurity.com/issue/WLB-2025020001,"CVE, hyp3rlinx",Remote,hyp3rlinx,No,Yes,CVE-2019-19245,CWE-89
High,OpenPanel 0.3.4 Command Injection,https://cxsecurity.com/issue/WLB-2025010034,Multiple,Remote,Multiple,No,Yes,N/A,N/A
Medium,MySchool System - Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2025010033,bRpsd,Remote,bRpsd,No,Yes,N/A,N/A
High,NEXT-EMP v1.0-Copyright © 2024. All rights reserved. File Upload-FU and Remote Code Execution-RCE,https://cxsecurity.com/issue/WLB-2025010032,nu11secur1ty,Remote,,No,Yes,N/A,N/A
Low,SpagoBI 3.5.1 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2025010031,"CVE, MarioTesoro",Remote,MarioTesoro,Yes,Yes,CVE-2024-54795,N/A
Low,SpagoBI 3.5.1 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2025010030,MarioTesoro,Remote,MarioTesoro,No,Yes,N/A,N/A
Low,AutoLib Software Systems OPAC 20.10 Secret Disclosure,https://cxsecurity.com/issue/WLB-2025010029,"CVE, Shahnawaz Shaikh",Local,Shahnawaz Shaikh,Yes,No,CVE-2024-48310,N/A
Low,Wind River Software VxWorks 6.9 Weak Password Hashing Algorithms,https://cxsecurity.com/issue/WLB-2025010028,Steffen Robertz,Local,Steffen Robertz,Yes,No,N/A,N/A
High,Netman 204 - Broken Access Control Remote command,https://cxsecurity.com/issue/WLB-2025010027,parsa rezaie khiabanlo...,Remote,,No,Yes,N/A,N/A
Medium,DNN CMS remote File Upload,https://cxsecurity.com/issue/WLB-2025010026,Mostafa.akbarzadeh,Remote,,No,Yes,N/A,N/A
Medium,"Iranian Cyber Police ""FATA.GOV.IR"" has an SQL Injection vulnerability",https://cxsecurity.com/issue/WLB-2025010025,"CWE, E1.Coders",Remote,,No,Yes,N/A,CWE-89
High,CMS Twig Template Injection RCE via FTP Templates Path,https://cxsecurity.com/issue/WLB-2025010024,jheysel,Remote,jheysel,No,Yes,N/A,N/A
High,Cleo LexiCom / VLTrader / Harmony 5.8.0.23 Remote Code Execution,https://cxsecurity.com/issue/WLB-2025010023,MSF,Remote,MSF,No,Yes,N/A,N/A
Medium,Ivanti Buffer Overflow Proof of Concept,https://cxsecurity.com/issue/WLB-2025010022,"CVE, Stephen Fewer",Remote,Stephen Fewer,No,Yes,CVE-2025-0282,N/A
High,LibreNMS Authenticated RCE,https://cxsecurity.com/issue/WLB-2025010021,"CVE, Takahiro Yokoyama",Remote,Takahiro Yokoyama,No,Yes,CVE-2024-51092,N/A
Medium,OCLS MSMS-PHP (by: oretnom23 ) v1.0 -Copyright © 2025. All rights reserved. ### File Upload-FU and Remote Code Execution-RCE Vulnerabilities,https://cxsecurity.com/issue/WLB-2025010020,nu11secur1ty,Remote,,Yes,Yes,N/A,N/A
Medium,NeoServ Studio - Website Builder Manager Admin SQLi Bypass,https://cxsecurity.com/issue/WLB-2025010019,BQX,Remote,,No,Yes,N/A,N/A
Medium,NeoServ Studio - Website Builder Manager Admin SQLi Bypass,https://cxsecurity.com/issue/WLB-2025010018,BQX,Remote,,No,Yes,N/A,N/A
Medium,OBS (by: oretnom23 ) File Upload-FU and Remote,https://cxsecurity.com/issue/WLB-2025010017,nu11secur1ty,Remote,,Yes,Yes,N/A,N/A
Medium,IIT Bombay Bodhitree- Malicious Code injection,https://cxsecurity.com/issue/WLB-2025010016,"CVE, Koushal S Kedar",Remote,Koushal S Kedar,Yes,Yes,CVE-2024-48818,N/A
Medium,OpenSSH 9.9p1 Denial of Service / Man-In-The-Middle,https://cxsecurity.com/issue/WLB-2025020008,Qualys,Remote,Qualys,No,Yes,N/A,N/A
Medium,ABB Cylon FLXeon 9.3.4 Default Credentials,https://cxsecurity.com/issue/WLB-2025020007,Gjoko 'LiquidWorm...,Remote,Gjoko 'LiquidWorm' Krstic,No,Yes,N/A,N/A
Medium,Wattsense Bridge 6.x Remote Root / Information Disclosure,https://cxsecurity.com/issue/WLB-2025020006,SEC,Remote,SEC,No,Yes,N/A,N/A
Medium,SolarView Compact 6.00 - Command Injection,https://cxsecurity.com/issue/WLB-2025020005,parsa rezaie khiabanlo...,Remote,,No,Yes,N/A,N/A
Medium,ABB Cylon FLXeon 9.3.4 (serialConfig.js) JSON Object Flooding DoS,https://cxsecurity.com/issue/WLB-2025020004,Gjoko 'LiquidWorm...,Remote,Gjoko 'LiquidWorm' Krstic,Yes,Yes,N/A,N/A
High,MySchool 1.0 SQL Injection / Code Injection / XSS / CSRF,https://cxsecurity.com/issue/WLB-2025020003,bRpsd,Remote,bRpsd,No,Yes,N/A,N/A
Low,Quorum onQ OS 6.0.0.5.2064 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2025020002,_striv3r_,Remote,_striv3r_,No,Yes,N/A,N/A
Medium,Xinet Elegant 6 Asset Lib Web UI 6.1.655 / SQL Injection / Exploit Update,https://cxsecurity.com/issue/WLB-2025020001,"CVE, hyp3rlinx",Remote,hyp3rlinx,No,Yes,CVE-2019-19245,CWE-89
Low,TheDotStudios Web Application Union-based Sql Injection,https://cxsecurity.com/issue/WLB-2025010015,Razi,Remote,,No,Yes,N/A,N/A
