Title,Description,Date Added,CVE Link,Exploit Platform,Exploit Type,Product Name
Microsoft Windows CSC Service Elevation of Privilege Vulnerability Exploit,"The Client Side Caching Driver (csc.sys) present in Microsoft Windows is vulnerable to a memory corruption, which can result in arbitrary memory write. This module allows a local unprivileged user to execute arbitrary code with SYSTEM privileges.","June 26, 2024",CVE-2024-26229,Windows,Exploits / Local,Impact
Ivanti Connect Secure WEB COMPONENT Unauthenticated Remote Code Execution,CVE-2024-21887An authenticated user can exploit a command injection vulnerability in the web components of Ivanti Connect Secure and Policy Secure (9.x and 22.x) to execute arbitrary commands.CVE-2023-46805 is an authentication bypass vulnerability in the web component of Ivanti Connect Secure. This vulnerability allows an attacker to bypass control checks and access restricted resources. It affects all supported versions of Ivanti ICS and Policy Secure 9.x and 22.x,"June 25, 2024",CVE-2024-21887,Linux,Exploits / Remote Code Execution,Impact
Oracle WebLogic Server WLS Core Components T3 Remote Code Execution Exploit Update,An update for the module Oracle WebLogic WLS Core Components T3 Remote Code Execution Exploit that fixes a problem while using it in a pivoted context.,"June 19, 2024",CVE-2018-2628,"Windows, Linux",Exploits / Remote,Impact
PHP CGI Argument Injection Vulnerability Remote Code Execution Exploit,"In PHP, when using Apache and PHP-CGI on Windows and if the system is set up to use certain code pages, Windows may use ""Best-Fit"" behavior to replace characters in command line given to Win32 API functions. PHP CGI module may misinterpret those characters as PHP options, which may allow remote attackers to pass options to PHP binary being run, leading to execute system commands in the context of the affected application.","June 12, 2024",CVE-2024-4577,Windows,Exploits / OS Command Injection / Known Vulnerabilities,Impact
Apache HugeGraph Gremlin Script Remote Code Execution Vulnerability Exploit,A java unsafe reflection vulnerability present in Gremlin scripting feature of Apache HugeGraph allows remote attackers to execute system commands in the context of the affected application.,"June 10, 2024",CVE-2024-27348,Linux,Exploits / Remote Code Execution,Impact
Microsoft Windows InitializeXamlDiagnosticsEx Local Privilege Escalation Exploit,An authorized attacker with regular user privileges may be able to inject a malicious file and then convince a user to execute a UWP application.An attacker who successfully exploited this vulnerability could gain SYSTEM privileges.,"June 7, 2024",CVE-2023-36003,Windows,Exploits / Local,Impact
Check Point Security Gateway MyCRL Directory Traversal Vulnerability Exploit,A directory traversal vulnerability in the /clients/MyCRL endpoint of sslvpn.full allows unauthenticated remote attackers to download system files.,"June 5, 2024",CVE-2024-24919,,Exploits / Remote File Disclosure,Impact
Debezium UI 2.5 Credential Disclosure,Debezium UI Remote Information Disclosure,"May 30, 2024",CVE-2024-28736,,Exploits / Remote,SCADA
Sonatype Nexus Repository Manager WebResourceServiceImpl Directory Traversal Vulnerability Exploit,"A directory traversal vulnerability in the WebResourceServiceImpl class of org.sonatype.nexus.internal.webresources allows unauthenticated remote attackers to download any file, including system files outside of Sonatype Nexus Repository Manager application scope.","May 30, 2024",CVE-2024-4956,Linux,Exploits / Remote File Disclosure,Impact
2WIRE Modems/Routers HomePortal Denial of Service,Remote Denial Linksys 2WIRE Modems/Routers,"May 30, 2024",,Linux,Denial of Service / Remote,SCADA
PaloAlto PAN-OS GlobalProtect Unmarshal Reflection Vulnerability Checker,"An unmarshal reflection vulnerability in GlobalProtect feature of Palo Alto Networks PAN-OS software allows unauthenticated remote attackers to create empty arbitrary directories and files in the operating system. If device telemetry is enabled, then remote OS command injection is possible via the dt_curl python module.","May 22, 2024",CVE-2024-3400,Linux,Information gathering / Vulnerability checkers,Impact
CrushFTP Server-side Template Injection Vulnerability Exploit,A Server-side Template Injection vulnerability in CrushFTP allows unauthenticated remote attackers to leak server variables values and read arbitrary files in the operating system. This allows authentication bypass of currently logged in users via leak of session tokens by sessions.obj file or log files reading. If the leaked session token is from a CrushFTP administrator user then remote code execution is possible via arbitrary class instantiation vulnerability on the admin panel (dynamic SQL driver loading).,"May 8, 2024",CVE-2024-4040,"Windows, Linux",Exploits / Remote,Impact
Microsoft Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability Exploit,"The Cloud Files Mini Filter Driver (cldflt.sys) present in Microsoft Windows is vulnerable to a buffer overflow, which can result in out-of-bounds memory write to paged pool memory. This module allows a local unprivileged user to execute arbitrary code with SYSTEM privileges.","May 2, 2024",CVE-2023-36036,Windows,Exploits / Local,Impact
IOServer Information Disclosure,IOServer XML Server Remote Information Disclosure,"April 30, 2024",,,Exploits / Remote,SCADAPRO
LS ELECTRIC XG5000 Software Remote Code Execution Vulnerability,This module will receive HTTP requests from vulnerable clients and install RCE exploit on them.,"April 30, 2024",NOCVE-9999-99999,,Exploits / Client Side,SCADAPRO
Microsoft Outlook Moniker Link UNC Path Information Disclosure Exploit Update,"This exploit leverages an information disclosure vulnerability in Microsoft Outlook. By using a crafted path, unauthorized access can be obtained, allowing for the theft of NTLM hashes.This update add suport for unautheticated SMTP servers.","April 25, 2024",CVE-2024-21413,Windows,Exploits / Client Side,Impact
Apache RocketMQ Remote Command Execution Exploit,Apache RocketMQ versions 5.1.0 and below are vulnerable to arbitrary code injection. Broker component of RocketMQ is leaked on the extranet and lack permission verification. An attacker can exploit this vulnerability by using the update configuration function to execute commands as the system users that RocketMQ is running as.,"April 12, 2024",CVE-2023-33246,Linux,Exploits / Remote,Impact
Automatic-Systems SOC FL9600 FastLine Directory Transversal,This module exploits a vulnerability in Automatic-Systems SOC FL9600.,"March 30, 2024",CVE-2023-37607,Windows,Exploits / Remote File Disclosure,SCADAPRO
"Xiamen Haiwell Technology, HaiwellHappy Remote Code Execution Vulnerability",This module will receive HTTP requests from vulnerable clients and install RCE exploit on them.,"March 30, 2024",NOCVE-9999-99999,,Exploits / Client Side,SCADAPRO
Fortra Robot Schedule Enterprise Privilege Escalation Exploit,"Fortra's Robot Schedule Enterprise Agent for Windows prior to version 3.04 is susceptible to privilege escalation. A low-privileged user can overwrite the service executable. When the service is restarted, the replaced binary runs with local system privileges, allowing a low-privileged user to gain elevated privileges.","March 28, 2024",CVE-2024-0259,Windows,Exploits / Local,Impact
Fortiguard FortiOS SSL VPN Chunked Transfer-Encoding Vulnerability Checker,A out-of-bounds write in Fortinet FortiOS allows unauthenticated remote attackers to execute OS system commands.,"March 14, 2024",CVE-2024-21762,,Information gathering / Vulnerability checkers,Impact
ConnectWise ScreenConnect Authentication Bypass Remote Code Execution Exploit,"An identified vulnerability in ScreenConnect allows attackers to bypass string comparison in the request path and access the setup wizard (""/SetupWizard.aspx"") on configured instances. Exploiting this vulnerability enables an attacker to create an administrative user and upload a malicious ScreenConnect extension, potentially leading to remote code execution (RCE) on the server.","March 13, 2024",CVE-2024-1709,Windows,Exploits / OS Command Injection / Known Vulnerabilities,Impact
Jetbrains TeamCity handleRequestInternal Authentication Bypass Vulnerability Remote Code Execution Exploit,An authentication bypass vulnerability in Jetbrains TeamCity allows unauthenticated remote attackers to execute OS system commands.,"March 8, 2024",CVE-2024-27198,"Windows, Linux",Exploits / Authentication Weakness / Known Vulnerabilities,Impact
Wordpress Post Smtp Mailer Plugin Authorization Bypass Exploit Update,"The POST SMTP Mailer Email log, Delivery Failure Notifications and Best Mail SMTP for WordPress plugin for WordPress is vulnerable to unauthorized access of data and modification of data due to a type juggling issue on the connect-app REST endpoint. This makes it possible for unauthenticated attackers to reset the API key used to authenticate to the mailer and view logs, including password reset emails, allowing site takeover.  This update adds support for LINUX and improves documentation.","March 6, 2024",CVE-2023-6875,"Windows, Linux",Exploits / Remote Code Execution,Impact
Microsoft Windows Internet Shortcut SmartScreen Bypass Exploit,Microsoft Windows Internet Shortcut is prone to a vulnerability that may allow remote attackers to bypass the SmartScreen security feature.This module exploits the SmartScreen security feature to execute arbitrary code on affected installations of Microsoft Windows.,"March 1, 2024",CVE-2024-21412,Windows,Exploits / Client Side,Impact
Jenkins CLI Arbitrary File Read Exploit,"This vulnerability in Jenkins allows unauthenticated attackers to read arbitrary files in the Jenkins controller's file system. It arises from a function in the CLI command parser that replaces an '@' character followed by a file path with the file's content. By exploiting this vulnerability, attackers can gain unauthorized access to sensitive files and compromise the system's integrity.","February 28, 2024",CVE-2024-23897,"Windows, Linux",Exploits / Remote,Impact
Microsoft Windows Event Logging Service DoS,A denial of service vulnerability exists in Event Logging Service when an authenticated attacker connects to the target system and sends specially crafted requests.,"February 22, 2024",NOCVE-9999-200000,Windows,Denial of Service / Remote,Impact
Microsoft Outlook Moniker Link UNC Path Information Disclosure Exploit,"This exploit leverages an information disclosure vulnerability in Microsoft Outlook. By using a crafted path, unauthorized access can be obtained, allowing for the theft of NTLM hashes.","February 22, 2024",CVE-2024-21413,Windows,Exploits / Client Side,Impact
Linux Kernel GSM Multiplexing Race Condition Local Privilege Escalation Exploit,This vulnerability allows local attackers to execute arbitrary code on affected installations of Linux Kernel. An attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability.The specific flaw exists within the n_gsm driver. The issue results from the lack of proper locking when performing operations on an object. An attacker can leverage this vulnerability to escalate privileges and execute code in the context of the kernel.,"February 22, 2024",CVE-2023-6546,Linux,Exploits / Local,Impact
